year,jaras,cause_name,male_smr,female_smr,total_smr
,,,,,
2007,Morahalmi_jaras, Esések ,0,2.53,1.31
,,,,,
2007,Morahalmi_jaras, Szándékos önártalom ,7.53,2.61,5.06
,,,,,
2007,Morahalmi_jaras, Testi sértés ,0.62,0,0.31
,,,,,
2007,Morahalmi_jaras, Elkerülhetõ halálozások ,20.28,11.93,16.12
,,,,,
2007,Morahalmi_jaras, Dohányzásnak tulajdonítható ,28.76,6.97,17.82
,,,,,
2007,Retsagi_jaras, Összes halálozás ,153.32,114.09,135.19
,,,,,
2007,Retsagi_jaras, Fertõzõ és parazitás betegségek ,0,0.45,0.23
,,,,,
2007,Retsagi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Retsagi_jaras, Rosszindulatú daganatok ,42.58,23,31.62
,,,,,
2007,Retsagi_jaras, A gyomor rosszindulatú daganata ,1.67,0.65,1.15
,,,,,
2007,Retsagi_jaras, A vastagbél rosszindulatú daganata ,3.7,1.5,2.61
,,,,,
2007,Retsagi_jaras, Vastagbél és végbél rosszindulatú daganata ,6.69,4.97,5.84
,,,,,
2007,Retsagi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",12.91,2.55,7.82
,,,,,
2007,Retsagi_jaras, A bõr rosszindulatú melanomája ,0,0,0
,,,,,
2007,Retsagi_jaras, Az emlõ rosszindulatú daganata ,0,2.07,1.1
,,,,,
2007,Retsagi_jaras, A méhnyak rosszindulatú daganata ,0,0,0
,,,,,
2007,Retsagi_jaras, A prostata rosszindulatú daganata ,4.27,0,0.96
,,,,,
2007,Retsagi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,5.22,0.43,2.8
,,,,,
2007,Retsagi_jaras, Mentális és viselkedészavarok ,0.82,1.55,1.15
,,,,,
2007,Retsagi_jaras, Keringési rendszer betegségei ,65.5,65.3,68.03
,,,,,
2007,Retsagi_jaras, Ischaemiás szívbetegség ,30.5,31.15,31.59
,,,,,
2007,Retsagi_jaras, Cerebrovasculáris betegségek ,22.68,15.23,20.41
,,,,,
2007,Retsagi_jaras, A légzõrendszer betegségei ,12.96,8.57,10.99
,,,,,
2007,Retsagi_jaras, Idült alsó légúti betegségek  ,9.82,7.79,9.1
,,,,,
2007,Retsagi_jaras, Az emésztõrendszer betegségei ,8.42,8.74,8.61
,,,,,
2007,Retsagi_jaras, Krónikus májbetegségek és cirrózis ,7.06,4.11,5.61
,,,,,
2007,Retsagi_jaras, A morbiditás és mortalitás küldõ okai ,10.76,2.27,6.52
,,,,,
2007,Retsagi_jaras, Balesetek ,7.89,0.62,4.33
,,,,,
2007,Retsagi_jaras, Közlekedési balesetek ,4.13,0,2.07
,,,,,
2007,Retsagi_jaras, Esések ,2.26,0.62,1.52
,,,,,
2007,Retsagi_jaras, Szándékos önártalom ,1.95,1.65,1.73
,,,,,
2007,Retsagi_jaras, Testi sértés ,0.92,0,0.46
,,,,,
2007,Retsagi_jaras, Elkerülhetõ halálozások ,29.77,13.18,21.53
,,,,,
2007,Retsagi_jaras, Dohányzásnak tulajdonítható ,33.89,11.07,22.55
,,,,,
2007,Hajdunanasi_jaras, Összes halálozás ,151.37,116.91,134.05
,,,,,
2007,Hajdunanasi_jaras, Fertõzõ és parazitás betegségek ,0,0,0
,,,,,
2007,Hajdunanasi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Hajdunanasi_jaras, Rosszindulatú daganatok ,43.5,19.09,31.77
,,,,,
2007,Hajdunanasi_jaras, A gyomor rosszindulatú daganata ,3.39,1.78,2.68
,,,,,
2007,Hajdunanasi_jaras, A vastagbél rosszindulatú daganata ,5.85,1.84,3.84
,,,,,
2007,Hajdunanasi_jaras, Vastagbél és végbél rosszindulatú daganata ,7.68,1.84,4.76
,,,,,
2007,Hajdunanasi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",17.11,2.02,9.69
,,,,,
2007,Hajdunanasi_jaras, A bõr rosszindulatú melanomája ,0.78,0,0.41
,,,,,
2007,Hajdunanasi_jaras, Az emlõ rosszindulatú daganata ,0,1.56,0.79
,,,,,
2007,Hajdunanasi_jaras, A méhnyak rosszindulatú daganata ,0,0.62,0.31
,,,,,
2007,Hajdunanasi_jaras, A prostata rosszindulatú daganata ,2.96,0,1.69
,,,,,
2007,Hajdunanasi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0,3.31,1.67
,,,,,
2007,Hajdunanasi_jaras, Mentális és viselkedészavarok ,0.67,0.4,0.52
,,,,,
2007,Hajdunanasi_jaras, Keringési rendszer betegségei ,64.89,64.75,64.39
,,,,,
2007,Hajdunanasi_jaras, Ischaemiás szívbetegség ,31.1,30.47,29.95
,,,,,
2007,Hajdunanasi_jaras, Cerebrovasculáris betegségek ,11.84,14.72,13.51
,,,,,
2007,Hajdunanasi_jaras, A légzõrendszer betegségei ,9.63,8.8,9.16
,,,,,
2007,Hajdunanasi_jaras, Idült alsó légúti betegségek  ,8.15,5.84,6.95
,,,,,
2007,Hajdunanasi_jaras, Az emésztõrendszer betegségei ,7.9,4,5.94
,,,,,
2007,Hajdunanasi_jaras, Krónikus májbetegségek és cirrózis ,4.64,2.11,3.37
,,,,,
2007,Hajdunanasi_jaras, A morbiditás és mortalitás küldõ okai ,15.29,6.02,10.66
,,,,,
2007,Hajdunanasi_jaras, Balesetek ,8.39,1.83,5.13
,,,,,
2007,Hajdunanasi_jaras, Közlekedési balesetek ,3.22,0,1.61
,,,,,
2007,Hajdunanasi_jaras, Esések ,2.52,1.2,1.86
,,,,,
2007,Hajdunanasi_jaras, Szándékos önártalom ,5.72,4.19,4.92
,,,,,
2007,Hajdunanasi_jaras, Testi sértés ,1.19,0,0.61
,,,,,
2007,Hajdunanasi_jaras, Elkerülhetõ halálozások ,27.33,16.74,22.06
,,,,,
2007,Hajdunanasi_jaras, Dohányzásnak tulajdonítható ,36.01,11.91,24.13
,,,,,
2007,Oroszlanyi_jaras, Összes halálozás ,139.74,136.57,138.8
,,,,,
2007,Oroszlanyi_jaras, Fertõzõ és parazitás betegségek ,0,0,0
,,,,,
2007,Oroszlanyi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Oroszlanyi_jaras, Rosszindulatú daganatok ,38.6,28.66,33.35
,,,,,
2007,Oroszlanyi_jaras, A gyomor rosszindulatú daganata ,0.64,3.68,2.21
,,,,,
2007,Oroszlanyi_jaras, A vastagbél rosszindulatú daganata ,4.94,0.68,2.69
,,,,,
2007,Oroszlanyi_jaras, Vastagbél és végbél rosszindulatú daganata ,5.62,2.95,4.26
,,,,,
2007,Oroszlanyi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",12.64,5.79,9.02
,,,,,
2007,Oroszlanyi_jaras, A bõr rosszindulatú melanomája ,0,0,0
,,,,,
2007,Oroszlanyi_jaras, Az emlõ rosszindulatú daganata ,0,4.21,2.18
,,,,,
2007,Oroszlanyi_jaras, A méhnyak rosszindulatú daganata ,0,2.02,0.99
,,,,,
2007,Oroszlanyi_jaras, A prostata rosszindulatú daganata ,4.33,0,2.02
,,,,,
2007,Oroszlanyi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0,0,0
,,,,,
2007,Oroszlanyi_jaras, Mentális és viselkedészavarok ,1.54,2.17,1.83
,,,,,
2007,Oroszlanyi_jaras, Keringési rendszer betegségei ,64.81,73.34,69.17
,,,,,
2007,Oroszlanyi_jaras, Ischaemiás szívbetegség ,28.95,37.23,34.21
,,,,,
2007,Oroszlanyi_jaras, Cerebrovasculáris betegségek ,20.25,23.54,21.23
,,,,,
2007,Oroszlanyi_jaras, A légzõrendszer betegségei ,4.01,7.1,6.07
,,,,,
2007,Oroszlanyi_jaras, Idült alsó légúti betegségek  ,1.79,4.98,3.81
,,,,,
2007,Oroszlanyi_jaras, Az emésztõrendszer betegségei ,13.51,10.83,12.29
,,,,,
2007,Oroszlanyi_jaras, Krónikus májbetegségek és cirrózis ,10.45,4.43,7.48
,,,,,
2007,Oroszlanyi_jaras, A morbiditás és mortalitás küldõ okai ,13.26,2.19,7.47
,,,,,
2007,Oroszlanyi_jaras, Balesetek ,8.34,0.66,4.31
,,,,,
2007,Oroszlanyi_jaras, Közlekedési balesetek ,2.46,0,1.17
,,,,,
2007,Oroszlanyi_jaras, Esések ,4.47,0.66,2.46
,,,,,
2007,Oroszlanyi_jaras, Szándékos önártalom ,4.2,0.87,2.48
,,,,,
2007,Oroszlanyi_jaras, Testi sértés ,0.72,0,0.36
,,,,,
2007,Oroszlanyi_jaras, Elkerülhetõ halálozások ,23.16,22.42,22.82
,,,,,
2007,Oroszlanyi_jaras, Dohányzásnak tulajdonítható ,30.05,15.63,22.92
,,,,,
2007,Hajduboszormenyi_jaras, Összes halálozás ,135.2,115.75,126.17
,,,,,
2007,Hajduboszormenyi_jaras, Fertõzõ és parazitás betegségek ,0,0.54,0.27
,,,,,
2007,Hajduboszormenyi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Hajduboszormenyi_jaras, Rosszindulatú daganatok ,40.24,27.87,34.03
,,,,,
2007,Hajduboszormenyi_jaras, A gyomor rosszindulatú daganata ,2.07,0.96,1.49
,,,,,
2007,Hajduboszormenyi_jaras, A vastagbél rosszindulatú daganata ,5.37,2.07,3.7
,,,,,
2007,Hajduboszormenyi_jaras, Vastagbél és végbél rosszindulatú daganata ,7.55,3.55,5.56
,,,,,
2007,Hajduboszormenyi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",15.08,8.17,11.66
,,,,,
2007,Hajduboszormenyi_jaras, A bõr rosszindulatú melanomája ,0.53,0,0.25
,,,,,
2007,Hajduboszormenyi_jaras, Az emlõ rosszindulatú daganata ,0,4.02,2.03
,,,,,
2007,Hajduboszormenyi_jaras, A méhnyak rosszindulatú daganata ,0,0,0
,,,,,
2007,Hajduboszormenyi_jaras, A prostata rosszindulatú daganata ,1.55,0,0.78
,,,,,
2007,Hajduboszormenyi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,2.32,2,2.08
,,,,,
2007,Hajduboszormenyi_jaras, Mentális és viselkedészavarok ,1.89,3.02,2.52
,,,,,
2007,Hajduboszormenyi_jaras, Keringési rendszer betegségei ,56.02,67.96,62.78
,,,,,
2007,Hajduboszormenyi_jaras, Ischaemiás szívbetegség ,27.95,36.22,32.83
,,,,,
2007,Hajduboszormenyi_jaras, Cerebrovasculáris betegségek ,11.06,13.81,12.32
,,,,,
2007,Hajduboszormenyi_jaras, A légzõrendszer betegségei ,6.5,2.56,4.58
,,,,,
2007,Hajduboszormenyi_jaras, Idült alsó légúti betegségek  ,5.33,1.6,3.53
,,,,,
2007,Hajduboszormenyi_jaras, Az emésztõrendszer betegségei ,9.22,4.47,6.7
,,,,,
2007,Hajduboszormenyi_jaras, Krónikus májbetegségek és cirrózis ,5.4,2.02,3.67
,,,,,
2007,Hajduboszormenyi_jaras, A morbiditás és mortalitás küldõ okai ,13.74,2.31,8.04
,,,,,
2007,Hajduboszormenyi_jaras, Balesetek ,5.22,0.87,3.09
,,,,,
2007,Hajduboszormenyi_jaras, Közlekedési balesetek ,3.74,0.4,2.11
,,,,,
2007,Hajduboszormenyi_jaras, Esések ,0.96,0,0.48
,,,,,
2007,Hajduboszormenyi_jaras, Szándékos önártalom ,7.96,1.43,4.67
,,,,,
2007,Hajduboszormenyi_jaras, Testi sértés ,0.56,0,0.27
,,,,,
2007,Hajduboszormenyi_jaras, Elkerülhetõ halálozások ,22.44,14.22,18.38
,,,,,
2007,Hajduboszormenyi_jaras, Dohányzásnak tulajdonítható ,30.01,10.9,20.54
,,,,,
2007,Tapolcai_jaras, Összes halálozás ,124.66,114.78,119.36
,,,,,
2007,Tapolcai_jaras, Fertõzõ és parazitás betegségek ,0.51,0.46,0.49
,,,,,
2007,Tapolcai_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Tapolcai_jaras, Rosszindulatú daganatok ,35.08,21.85,28.5
,,,,,
2007,Tapolcai_jaras, A gyomor rosszindulatú daganata ,1.54,0.76,1.16
,,,,,
2007,Tapolcai_jaras, A vastagbél rosszindulatú daganata ,4.16,2.02,3.07
,,,,,
2007,Tapolcai_jaras, Vastagbél és végbél rosszindulatú daganata ,9.59,3.42,6.45
,,,,,
2007,Tapolcai_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",6.24,2.51,4.54
,,,,,
2007,Tapolcai_jaras, A bõr rosszindulatú melanomája ,0,0,0
,,,,,
2007,Tapolcai_jaras, Az emlõ rosszindulatú daganata ,0,4.06,2.01
,,,,,
2007,Tapolcai_jaras, A méhnyak rosszindulatú daganata ,0,0,0
,,,,,
2007,Tapolcai_jaras, A prostata rosszindulatú daganata ,3.62,0,1.9
,,,,,
2007,Tapolcai_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,1.48,1.84,1.65
,,,,,
2007,Tapolcai_jaras, Mentális és viselkedészavarok ,1.47,1.91,1.73
,,,,,
2007,Tapolcai_jaras, Keringési rendszer betegségei ,51.78,64.48,57.95
,,,,,
2007,Tapolcai_jaras, Ischaemiás szívbetegség ,26.21,26.85,26.38
,,,,,
2007,Tapolcai_jaras, Cerebrovasculáris betegségek ,9.77,23.38,16.18
,,,,,
2007,Tapolcai_jaras, A légzõrendszer betegségei ,6.49,4.69,5.57
,,,,,
2007,Tapolcai_jaras, Idült alsó légúti betegségek  ,4.94,3.09,3.98
,,,,,
2007,Tapolcai_jaras, Az emésztõrendszer betegségei ,19.01,9.7,14.24
,,,,,
2007,Tapolcai_jaras, Krónikus májbetegségek és cirrózis ,15.89,3.74,9.82
,,,,,
2007,Tapolcai_jaras, A morbiditás és mortalitás küldõ okai ,4.37,3.4,3.84
,,,,,
2007,Tapolcai_jaras, Balesetek ,3.19,1.88,2.54
,,,,,
2007,Tapolcai_jaras, Közlekedési balesetek ,1.22,0,0.61
,,,,,
2007,Tapolcai_jaras, Esések ,0.92,0.98,0.97
,,,,,
2007,Tapolcai_jaras, Szándékos önártalom ,1.18,1.07,1.07
,,,,,
2007,Tapolcai_jaras, Testi sértés ,0,0.45,0.22
,,,,,
2007,Tapolcai_jaras, Elkerülhetõ halálozások ,21.39,13.77,17.64
,,,,,
2007,Tapolcai_jaras, Dohányzásnak tulajdonítható ,22.54,8.7,15.76
,,,,,
2007,Oroshazi_jaras, Összes halálozás ,146.23,111.19,129.25
,,,,,
2007,Oroshazi_jaras, Fertõzõ és parazitás betegségek ,0.45,0.23,0.33
,,,,,
2007,Oroshazi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Oroshazi_jaras, Rosszindulatú daganatok ,36.64,23.23,29.79
,,,,,
2007,Oroshazi_jaras, A gyomor rosszindulatú daganata ,2.75,0.88,1.81
,,,,,
2007,Oroshazi_jaras, A vastagbél rosszindulatú daganata ,2.03,2.98,2.52
,,,,,
2007,Oroshazi_jaras, Vastagbél és végbél rosszindulatú daganata ,4.31,4.85,4.59
,,,,,
2007,Oroshazi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",11.62,3,7.28
,,,,,
2007,Oroshazi_jaras, A bõr rosszindulatú melanomája ,1,0,0.46
,,,,,
2007,Oroshazi_jaras, Az emlõ rosszindulatú daganata ,0,2.6,1.33
,,,,,
2007,Oroshazi_jaras, A méhnyak rosszindulatú daganata ,0,1.74,0.89
,,,,,
2007,Oroshazi_jaras, A prostata rosszindulatú daganata ,2.12,0,1.03
,,,,,
2007,Oroshazi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0.58,2.33,1.46
,,,,,
2007,Oroshazi_jaras, Mentális és viselkedészavarok ,1.67,0.85,1.3
,,,,,
2007,Oroshazi_jaras, Keringési rendszer betegségei ,74.61,69.68,72.76
,,,,,
2007,Oroshazi_jaras, Ischaemiás szívbetegség ,35.41,31.02,33.7
,,,,,
2007,Oroshazi_jaras, Cerebrovasculáris betegségek ,19.97,19.08,19.64
,,,,,
2007,Oroshazi_jaras, A légzõrendszer betegségei ,9.13,3.93,6.56
,,,,,
2007,Oroshazi_jaras, Idült alsó légúti betegségek  ,7.49,3.22,5.33
,,,,,
2007,Oroshazi_jaras, Az emésztõrendszer betegségei ,7.49,5.02,6.25
,,,,,
2007,Oroshazi_jaras, Krónikus májbetegségek és cirrózis ,5.89,1.84,3.86
,,,,,
2007,Oroshazi_jaras, A morbiditás és mortalitás küldõ okai ,7.24,2.19,4.66
,,,,,
2007,Oroshazi_jaras, Balesetek ,2.89,1.3,2.08
,,,,,
2007,Oroshazi_jaras, Közlekedési balesetek ,1.36,0.28,0.82
,,,,,
2007,Oroshazi_jaras, Esések ,0.89,0.7,0.79
,,,,,
2007,Oroshazi_jaras, Szándékos önártalom ,3.9,0.88,2.35
,,,,,
2007,Oroshazi_jaras, Testi sértés ,0.45,0,0.23
,,,,,
2007,Oroshazi_jaras, Elkerülhetõ halálozások ,28.09,14.56,21.34
,,,,,
2007,Oroshazi_jaras, Dohányzásnak tulajdonítható ,35.47,10.68,23.03
,,,,,
2007,Pasztoi_jaras, Összes halálozás ,160.83,110.69,135.77
,,,,,
2007,Pasztoi_jaras, Fertõzõ és parazitás betegségek ,1.66,0,0.81
,,,,,
2007,Pasztoi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Pasztoi_jaras, Rosszindulatú daganatok ,34.67,20.09,27.14
,,,,,
2007,Pasztoi_jaras, A gyomor rosszindulatú daganata ,3.02,1.59,2.23
,,,,,
2007,Pasztoi_jaras, A vastagbél rosszindulatú daganata ,1.6,1.61,1.67
,,,,,
2007,Pasztoi_jaras, Vastagbél és végbél rosszindulatú daganata ,4.95,3.62,4.44
,,,,,
2007,Pasztoi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",8.65,4.76,6.62
,,,,,
2007,Pasztoi_jaras, A bõr rosszindulatú melanomája ,0.68,0.52,0.6
,,,,,
2007,Pasztoi_jaras, Az emlõ rosszindulatú daganata ,0,0.44,0.25
,,,,,
2007,Pasztoi_jaras, A méhnyak rosszindulatú daganata ,0,0,0
,,,,,
2007,Pasztoi_jaras, A prostata rosszindulatú daganata ,2.43,0,0.98
,,,,,
2007,Pasztoi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,1.74,0.56,1.1
,,,,,
2007,Pasztoi_jaras, Mentális és viselkedészavarok ,3.08,5.54,5.45
,,,,,
2007,Pasztoi_jaras, Keringési rendszer betegségei ,77.91,59.09,68.1
,,,,,
2007,Pasztoi_jaras, Ischaemiás szívbetegség ,26.93,23.78,25.3
,,,,,
2007,Pasztoi_jaras, Cerebrovasculáris betegségek ,22.73,17.97,19.38
,,,,,
2007,Pasztoi_jaras, A légzõrendszer betegségei ,7.99,3.81,5.65
,,,,,
2007,Pasztoi_jaras, Idült alsó légúti betegségek  ,5.54,2.03,3.65
,,,,,
2007,Pasztoi_jaras, Az emésztõrendszer betegségei ,14.63,8.33,11.59
,,,,,
2007,Pasztoi_jaras, Krónikus májbetegségek és cirrózis ,12.8,5.32,9.03
,,,,,
2007,Pasztoi_jaras, A morbiditás és mortalitás küldõ okai ,11.17,3.91,7.5
,,,,,
2007,Pasztoi_jaras, Balesetek ,8.6,3.91,6.26
,,,,,
2007,Pasztoi_jaras, Közlekedési balesetek ,2.16,0,1.02
,,,,,
2007,Pasztoi_jaras, Esések ,3.02,2.08,2.6
,,,,,
2007,Pasztoi_jaras, Szándékos önártalom ,2.03,0,0.98
,,,,,
2007,Pasztoi_jaras, Testi sértés ,0,0,0
,,,,,
2007,Pasztoi_jaras, Elkerülhetõ halálozások ,27.24,8.74,17.64
,,,,,
2007,Pasztoi_jaras, Dohányzásnak tulajdonítható ,28.46,9.77,18.69
,,,,,
2007,Papai_jaras, Összes halálozás ,148.23,118.57,133.63
,,,,,
2007,Papai_jaras, Fertõzõ és parazitás betegségek ,0.3,0.46,0.39
,,,,,
2007,Papai_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Papai_jaras, Rosszindulatú daganatok ,34.56,22.63,28.52
,,,,,
2007,Papai_jaras, A gyomor rosszindulatú daganata ,1.86,1.27,1.49
,,,,,
2007,Papai_jaras, A vastagbél rosszindulatú daganata ,3.16,2.98,3.06
,,,,,
2007,Papai_jaras, Vastagbél és végbél rosszindulatú daganata ,5.16,3.76,4.52
,,,,,
2007,Papai_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",9.02,4.56,6.85
,,,,,
2007,Papai_jaras, A bõr rosszindulatú melanomája ,0,0.32,0.16
,,,,,
2007,Papai_jaras, Az emlõ rosszindulatú daganata ,0,2.06,1.03
,,,,,
2007,Papai_jaras, A méhnyak rosszindulatú daganata ,0,0.71,0.36
,,,,,
2007,Papai_jaras, A prostata rosszindulatú daganata ,2.43,0,1.14
,,,,,
2007,Papai_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,1.94,0.94,1.45
,,,,,
2007,Papai_jaras, Mentális és viselkedészavarok ,1.78,0.46,1.12
,,,,,
2007,Papai_jaras, Keringési rendszer betegségei ,75.49,73.99,75.13
,,,,,
2007,Papai_jaras, Ischaemiás szívbetegség ,34.18,32.78,33.49
,,,,,
2007,Papai_jaras, Cerebrovasculáris betegségek ,25.8,26.51,26.31
,,,,,
2007,Papai_jaras, A légzõrendszer betegségei ,6.97,3.92,5.4
,,,,,
2007,Papai_jaras, Idült alsó légúti betegségek  ,5.87,2.09,3.97
,,,,,
2007,Papai_jaras, Az emésztõrendszer betegségei ,8.1,3.78,5.9
,,,,,
2007,Papai_jaras, Krónikus májbetegségek és cirrózis ,5.58,2.13,3.84
,,,,,
2007,Papai_jaras, A morbiditás és mortalitás küldõ okai ,9,2.89,5.96
,,,,,
2007,Papai_jaras, Balesetek ,4.41,2.27,3.35
,,,,,
2007,Papai_jaras, Közlekedési balesetek ,1.98,0.94,1.43
,,,,,
2007,Papai_jaras, Esések ,0.95,1.32,1.18
,,,,,
2007,Papai_jaras, Szándékos önártalom ,4.59,0.63,2.62
,,,,,
2007,Papai_jaras, Testi sértés ,0,0,0
,,,,,
2007,Papai_jaras, Elkerülhetõ halálozások ,27.35,17.03,22.18
,,,,,
2007,Papai_jaras, Dohányzásnak tulajdonítható ,31.24,10.39,20.69
,,,,,
2007,Balmazujvarosi_jaras, Összes halálozás ,140.9,105.11,123.26
,,,,,
2007,Balmazujvarosi_jaras, Fertõzõ és parazitás betegségek ,1.52,0,0.73
,,,,,
2007,Balmazujvarosi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Balmazujvarosi_jaras, Rosszindulatú daganatok ,35.52,21.32,28.43
,,,,,
2007,Balmazujvarosi_jaras, A gyomor rosszindulatú daganata ,3.33,1.08,2.16
,,,,,
2007,Balmazujvarosi_jaras, A vastagbél rosszindulatú daganata ,1.86,3.03,2.46
,,,,,
2007,Balmazujvarosi_jaras, Vastagbél és végbél rosszindulatú daganata ,3.67,4.92,4.37
,,,,,
2007,Balmazujvarosi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",13.78,0,6.8
,,,,,
2007,Balmazujvarosi_jaras, A bõr rosszindulatú melanomája ,0,0.58,0.31
,,,,,
2007,Balmazujvarosi_jaras, Az emlõ rosszindulatú daganata ,0,1.79,0.92
,,,,,
2007,Balmazujvarosi_jaras, A méhnyak rosszindulatú daganata ,0,0,0
,,,,,
2007,Balmazujvarosi_jaras, A prostata rosszindulatú daganata ,0.63,0,0.29
,,,,,
2007,Balmazujvarosi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,0.61,1.46,1.03
,,,,,
2007,Balmazujvarosi_jaras, Mentális és viselkedészavarok ,0,0.93,0.48
,,,,,
2007,Balmazujvarosi_jaras, Keringési rendszer betegségei ,63.21,64.97,64.47
,,,,,
2007,Balmazujvarosi_jaras, Ischaemiás szívbetegség ,40.8,34.4,37.76
,,,,,
2007,Balmazujvarosi_jaras, Cerebrovasculáris betegségek ,9.68,13.53,11.6
,,,,,
2007,Balmazujvarosi_jaras, A légzõrendszer betegségei ,7.16,3.03,5.11
,,,,,
2007,Balmazujvarosi_jaras, Idült alsó légúti betegségek  ,6.06,1.97,3.98
,,,,,
2007,Balmazujvarosi_jaras, Az emésztõrendszer betegségei ,11.57,4.26,7.87
,,,,,
2007,Balmazujvarosi_jaras, Krónikus májbetegségek és cirrózis ,6.28,3.69,4.95
,,,,,
2007,Balmazujvarosi_jaras, A morbiditás és mortalitás küldõ okai ,16.91,3.19,9.91
,,,,,
2007,Balmazujvarosi_jaras, Balesetek ,5.66,1.77,3.74
,,,,,
2007,Balmazujvarosi_jaras, Közlekedési balesetek ,2.62,0,1.31
,,,,,
2007,Balmazujvarosi_jaras, Esések ,0.59,0.54,0.58
,,,,,
2007,Balmazujvarosi_jaras, Szándékos önártalom ,10.52,1.41,5.81
,,,,,
2007,Balmazujvarosi_jaras, Testi sértés ,0.73,0,0.36
,,,,,
2007,Balmazujvarosi_jaras, Elkerülhetõ halálozások ,26.44,13.97,20.14
,,,,,
2007,Balmazujvarosi_jaras, Dohányzásnak tulajdonítható ,34.25,5.38,19.63
,,,,,
2007,Szecsenyi_jaras, Összes halálozás ,170.01,142.86,154.7
,,,,,
2007,Szecsenyi_jaras, Fertõzõ és parazitás betegségek ,0,2.71,1.38
,,,,,
2007,Szecsenyi_jaras, Humán immunodeficiencia vírus (HIV) betegség  ,0,0,0
,,,,,
2007,Szecsenyi_jaras, Rosszindulatú daganatok ,39.78,23.55,30.55
,,,,,
2007,Szecsenyi_jaras, A gyomor rosszindulatú daganata ,3.48,0.81,1.88
,,,,,
2007,Szecsenyi_jaras, A vastagbél rosszindulatú daganata ,5.35,3.51,4.1
,,,,,
2007,Szecsenyi_jaras, Vastagbél és végbél rosszindulatú daganata ,6.99,4.47,5.34
,,,,,
2007,Szecsenyi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ",15.58,9.44,12.3
,,,,,
2007,Szecsenyi_jaras, A bõr rosszindulatú melanomája ,0,0.89,0.48
,,,,,
2007,Szecsenyi_jaras, Az emlõ rosszindulatú daganata ,0,0.97,0.45
,,,,,
2007,Szecsenyi_jaras, A méhnyak rosszindulatú daganata ,0,0.83,0.45
,,,,,
2007,Szecsenyi_jaras, A prostata rosszindulatú daganata ,3.01,0,1.36
,,,,,
2007,Szecsenyi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  ,2.05,1.75,1.74
,,,,,
2007,Szecsenyi_jaras, Mentális és viselkedészavarok ,7.27,5.42,6.28
,,,,,
2007,Szecsenyi_jaras, Keringési rendszer betegségei ,82.41,79.37,81.02
,,,,,
2007,Szecsenyi_jaras, Ischaemiás szívbetegség ,35.06,27.46,32.6
,,,,,
2007,Szecsenyi_jaras, Cerebrovasculáris betegségek ,21.9,21.47,21.37
,,,,,
2007,Szecsenyi_jaras, A légzõrendszer betegségei ,18.79,12.36,15.15
,,,,,
2007,Szecsenyi_jaras, Idült alsó légúti betegségek  ,16.79,11.55,13.71
,,,,,
2007,Szecsenyi_jaras, Az emésztõrendszer betegségei ,7.86,5.48,6.62
,,,,,
2007,Szecsenyi_jaras, Krónikus májbetegségek és cirrózis ,7.86,2.45,5.14
,,,,,
