year,jaras,cause_name,male_smr,female_smr,total_smr 
2008,Mezokovacshazi_jaras, Vastagbél és végbél rosszindulatú daganata , 0.46 , 1.31 , 0.84 
2008,Mezokovacshazi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 13.75 , 2.68 , 8.50 
2008,Mezokovacshazi_jaras, A bõr rosszindulatú melanomája , 0.42 , 0.00 , 0.23 
2008,Mezokovacshazi_jaras, Az emlõ rosszindulatú daganata , 0.00 , 2.26 , 1.07 
2008,Mezokovacshazi_jaras, A méhnyak rosszindulatú daganata , 0.00 , 1.31 , 0.63 
2008,Mezokovacshazi_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Mezokovacshazi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.49 , 0.00 , 0.26 
2008,Mezokovacshazi_jaras, Mentális és viselkedészavarok , 2.60 , 0.00 , 1.38 
2008,Mezokovacshazi_jaras, Keringési rendszer betegségei , 21.15 , 8.92 , 15.29 
2008,Mezokovacshazi_jaras, Ischaemiás szívbetegség , 12.62 , 4.82 , 8.86 
2008,Mezokovacshazi_jaras, Cerebrovasculáris betegségek , 4.66 , 2.64 , 3.70 
2008,Mezokovacshazi_jaras, A légzõrendszer betegségei , 2.09 , 1.60 , 1.89 
2008,Mezokovacshazi_jaras, Idült alsó légúti betegségek  , 2.09 , 0.50 , 1.35 
2008,Mezokovacshazi_jaras, Az emésztõrendszer betegségei , 7.71 , 0.50 , 4.23 
2008,Mezokovacshazi_jaras, Krónikus májbetegségek és cirrózis , 4.11 , 0.50 , 2.33 
2008,Mezokovacshazi_jaras, A morbiditás és mortalitás küldõ okai , 10.96 , 2.82 , 7.03 
2008,Mezokovacshazi_jaras, Balesetek , 3.63 , 1.04 , 2.36 
2008,Mezokovacshazi_jaras, Közlekedési balesetek , 2.11 , 0.00 , 1.07 
2008,Mezokovacshazi_jaras, Esések , 0.40 , 0.00 , 0.22 
2008,Mezokovacshazi_jaras, Szándékos önártalom , 7.33 , 1.23 , 4.40 
2008,Mezokovacshazi_jaras, Testi sértés , 0.00 , 0.54 , 0.27 
2008,Mezokovacshazi_jaras, Elkerülhetõ halálozások , 17.07 , 12.28 , 14.75 
2008,Mezokovacshazi_jaras, Dohányzásnak tulajdonítható , 27.20 , 8.23 , 18.19 
2008,Teti_jaras, Összes halálozás , 45.39 , 30.59 , 37.81 
2008,Teti_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Rosszindulatú daganatok , 13.11 , 22.79 , 17.21 
2008,Teti_jaras, A gyomor rosszindulatú daganata , 0.00 , 2.18 , 1.02 
2008,Teti_jaras, A vastagbél rosszindulatú daganata , 2.95 , 1.44 , 2.28 
2008,Teti_jaras, Vastagbél és végbél rosszindulatú daganata , 2.95 , 1.44 , 2.28 
2008,Teti_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 3.26 , 4.44 , 3.66 
2008,Teti_jaras, A bõr rosszindulatú melanomája , 0.00 , 1.72 , 0.76 
2008,Teti_jaras, Az emlõ rosszindulatú daganata , 0.00 , 3.24 , 1.49 
2008,Teti_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Mentális és viselkedészavarok , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Keringési rendszer betegségei , 11.74 , 6.14 , 9.33 
2008,Teti_jaras, Ischaemiás szívbetegség , 5.61 , 2.88 , 4.45 
2008,Teti_jaras, Cerebrovasculáris betegségek , 1.49 , 1.54 , 1.58 
2008,Teti_jaras, A légzõrendszer betegségei , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Idült alsó légúti betegségek  , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Az emésztõrendszer betegségei , 9.02 , 0.00 , 4.57 
2008,Teti_jaras, Krónikus májbetegségek és cirrózis , 5.95 , 0.00 , 2.99 
2008,Teti_jaras, A morbiditás és mortalitás küldõ okai , 8.99 , 1.67 , 5.39 
2008,Teti_jaras, Balesetek , 6.17 , 0.00 , 3.15 
2008,Teti_jaras, Közlekedési balesetek , 3.26 , 0.00 , 1.60 
2008,Teti_jaras, Esések , 1.67 , 0.00 , 0.87 
2008,Teti_jaras, Szándékos önártalom , 2.82 , 1.67 , 2.24 
2008,Teti_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2008,Teti_jaras, Elkerülhetõ halálozások , 8.84 , 9.38 , 9.22 
2008,Teti_jaras, Dohányzásnak tulajdonítható , 11.33 , 6.38 , 8.95 
2008,Mosonmagyarovari_jaras, Összes halálozás , 56.72 , 24.10 , 41.18 
2008,Mosonmagyarovari_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2008,Mosonmagyarovari_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Mosonmagyarovari_jaras, Rosszindulatú daganatok , 18.50 , 11.23 , 15.15 
2008,Mosonmagyarovari_jaras, A gyomor rosszindulatú daganata , 0.51 , 0.71 , 0.61 
2008,Mosonmagyarovari_jaras, A vastagbél rosszindulatú daganata , 1.28 , 2.58 , 1.92 
2008,Mosonmagyarovari_jaras, Vastagbél és végbél rosszindulatú daganata , 1.55 , 3.26 , 2.39 
2008,Mosonmagyarovari_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 5.30 , 2.67 , 4.08 
2008,Mosonmagyarovari_jaras, A bõr rosszindulatú melanomája , 0.39 , 0.00 , 0.21 
2008,Mosonmagyarovari_jaras, Az emlõ rosszindulatú daganata , 0.00 , 1.18 , 0.55 
2008,Mosonmagyarovari_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.33 , 0.15 
2008,Mosonmagyarovari_jaras, A prostata rosszindulatú daganata , 0.26 , 0.00 , 0.14 
2008,Mosonmagyarovari_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.24 , 0.00 , 0.12 
2008,Mosonmagyarovari_jaras, Mentális és viselkedészavarok , 0.00 , 0.00 , 0.00 
2008,Mosonmagyarovari_jaras, Keringési rendszer betegségei , 19.20 , 6.83 , 13.33 
2008,Mosonmagyarovari_jaras, Ischaemiás szívbetegség , 13.01 , 3.74 , 8.67 
2008,Mosonmagyarovari_jaras, Cerebrovasculáris betegségek , 1.90 , 1.15 , 1.53 
2008,Mosonmagyarovari_jaras, A légzõrendszer betegségei , 0.86 , 0.87 , 0.87 
2008,Mosonmagyarovari_jaras, Idült alsó légúti betegségek  , 0.86 , 0.87 , 0.87 
2008,Mosonmagyarovari_jaras, Az emésztõrendszer betegségei , 8.58 , 2.17 , 5.48 
2008,Mosonmagyarovari_jaras, Krónikus májbetegségek és cirrózis , 7.92 , 1.89 , 5.01 
2008,Mosonmagyarovari_jaras, A morbiditás és mortalitás küldõ okai , 6.32 , 0.61 , 3.54 
2008,Mosonmagyarovari_jaras, Balesetek , 3.02 , 0.00 , 1.54 
2008,Mosonmagyarovari_jaras, Közlekedési balesetek , 1.02 , 0.00 , 0.52 
2008,Mosonmagyarovari_jaras, Esések , 0.65 , 0.00 , 0.33 
2008,Mosonmagyarovari_jaras, Szándékos önártalom , 2.73 , 0.61 , 1.71 
2008,Mosonmagyarovari_jaras, Testi sértés , 0.32 , 0.00 , 0.16 
2008,Mosonmagyarovari_jaras, Elkerülhetõ halálozások , 12.25 , 8.80 , 10.63 
2008,Mosonmagyarovari_jaras, Dohányzásnak tulajdonítható , 17.58 , 5.98 , 12.11 
2008,Mezocsati_jaras, Összes halálozás , 96.61 , 33.30 , 65.89 
2008,Mezocsati_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2008,Mezocsati_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Mezocsati_jaras, Rosszindulatú daganatok , 27.50 , 15.06 , 21.13 
2008,Mezocsati_jaras, A gyomor rosszindulatú daganata , 1.56 , 0.00 , 0.77 
2008,Mezocsati_jaras, A vastagbél rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Mezocsati_jaras, Vastagbél és végbél rosszindulatú daganata , 2.80 , 0.00 , 1.51 
2008,Mezocsati_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 6.49 , 9.44 , 7.73 
2008,Mezocsati_jaras, A bõr rosszindulatú melanomája , 0.00 , 1.39 , 0.65 
2008,Mezocsati_jaras, Az emlõ rosszindulatú daganata , 0.00 , 1.54 , 0.76 
2008,Mezocsati_jaras, A méhnyak rosszindulatú daganata , 0.00 , 1.38 , 0.68 
2008,Mezocsati_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Mezocsati_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 1.31 , 0.00 , 0.72 
2008,Mezocsati_jaras, Mentális és viselkedészavarok , 1.33 , 0.00 , 0.68 
2008,Mezocsati_jaras, Keringési rendszer betegségei , 30.18 , 11.48 , 21.19 
2008,Mezocsati_jaras, Ischaemiás szívbetegség , 13.63 , 6.84 , 10.39 
2008,Mezocsati_jaras, Cerebrovasculáris betegségek , 10.06 , 0.00 , 5.02 
2008,Mezocsati_jaras, A légzõrendszer betegségei , 7.82 , 3.48 , 5.73 
2008,Mezocsati_jaras, Idült alsó légúti betegségek  , 7.82 , 3.48 , 5.73 
2008,Mezocsati_jaras, Az emésztõrendszer betegségei , 4.48 , 3.27 , 4.02 
2008,Mezocsati_jaras, Krónikus májbetegségek és cirrózis , 0.00 , 3.27 , 1.64 
2008,Mezocsati_jaras, A morbiditás és mortalitás küldõ okai , 23.77 , 0.00 , 12.35 
2008,Mezocsati_jaras, Balesetek , 11.23 , 0.00 , 5.84 
2008,Mezocsati_jaras, Közlekedési balesetek , 11.23 , 0.00 , 5.84 
2008,Mezocsati_jaras, Esések , 0.00 , 0.00 , 0.00 
2008,Mezocsati_jaras, Szándékos önártalom , 12.54 , 0.00 , 6.51 
2008,Mezocsati_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2008,Mezocsati_jaras, Elkerülhetõ halálozások , 24.26 , 6.34 , 15.62 
2008,Mezocsati_jaras, Dohányzásnak tulajdonítható , 32.86 , 14.85 , 23.80 
2008,Godolloi_jaras, Összes halálozás , 45.54 , 27.49 , 36.69 
2008,Godolloi_jaras, Fertõzõ és parazitás betegségek , 0.37 , 0.32 , 0.35 
2008,Godolloi_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Godolloi_jaras, Rosszindulatú daganatok , 13.81 , 10.36 , 12.12 
2008,Godolloi_jaras, A gyomor rosszindulatú daganata , 0.19 , 0.21 , 0.20 
2008,Godolloi_jaras, A vastagbél rosszindulatú daganata , 2.07 , 1.41 , 1.74 
2008,Godolloi_jaras, Vastagbél és végbél rosszindulatú daganata , 3.31 , 1.78 , 2.55 
2008,Godolloi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 4.63 , 1.86 , 3.28 
2008,Godolloi_jaras, A bõr rosszindulatú melanomája , 0.15 , 0.29 , 0.23 
2008,Godolloi_jaras, Az emlõ rosszindulatú daganata , 0.00 , 1.78 , 0.88 
2008,Godolloi_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.16 , 0.08 
2008,Godolloi_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Godolloi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.89 , 0.62 , 0.75 
2008,Godolloi_jaras, Mentális és viselkedészavarok , 0.65 , 0.00 , 0.33 
2008,Godolloi_jaras, Keringési rendszer betegségei , 16.06 , 7.27 , 11.80 
2008,Godolloi_jaras, Ischaemiás szívbetegség , 7.55 , 3.53 , 5.58 
2008,Godolloi_jaras, Cerebrovasculáris betegségek , 2.44 , 1.87 , 2.18 
2008,Godolloi_jaras, A légzõrendszer betegségei , 0.81 , 1.00 , 0.90 
2008,Godolloi_jaras, Idült alsó légúti betegségek  , 0.66 , 0.81 , 0.73 
2008,Godolloi_jaras, Az emésztõrendszer betegségei , 6.10 , 3.58 , 4.85 
2008,Godolloi_jaras, Krónikus májbetegségek és cirrózis , 3.95 , 2.83 , 3.40 
2008,Godolloi_jaras, A morbiditás és mortalitás küldõ okai , 4.89 , 2.59 , 3.72 
2008,Godolloi_jaras, Balesetek , 2.34 , 1.54 , 1.92 
2008,Godolloi_jaras, Közlekedési balesetek , 1.16 , 0.16 , 0.66 
2008,Godolloi_jaras, Esések , 0.41 , 0.27 , 0.34 
2008,Godolloi_jaras, Szándékos önártalom , 2.54 , 0.74 , 1.65 
2008,Godolloi_jaras, Testi sértés , 0.00 , 0.16 , 0.08 
2008,Godolloi_jaras, Elkerülhetõ halálozások , 13.24 , 8.60 , 10.99 
2008,Godolloi_jaras, Dohányzásnak tulajdonítható , 11.71 , 5.95 , 8.90 
2008,Baktaloranthaza_jaras, Összes halálozás , 81.28 , 31.73 , 57.18 
2008,Baktaloranthaza_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, Rosszindulatú daganatok , 35.68 , 8.22 , 22.30 
2008,Baktaloranthaza_jaras, A gyomor rosszindulatú daganata , 1.43 , 1.20 , 1.33 
2008,Baktaloranthaza_jaras, A vastagbél rosszindulatú daganata , 1.25 , 0.00 , 0.65 
2008,Baktaloranthaza_jaras, Vastagbél és végbél rosszindulatú daganata , 3.47 , 0.00 , 1.83 
2008,Baktaloranthaza_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 14.72 , 0.00 , 7.44 
2008,Baktaloranthaza_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, Az emlõ rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 2.35 , 2.50 , 2.49 
2008,Baktaloranthaza_jaras, Mentális és viselkedészavarok , 0.00 , 1.68 , 0.78 
2008,Baktaloranthaza_jaras, Keringési rendszer betegségei , 23.07 , 8.51 , 16.15 
2008,Baktaloranthaza_jaras, Ischaemiás szívbetegség , 9.76 , 1.37 , 5.75 
2008,Baktaloranthaza_jaras, Cerebrovasculáris betegségek , 8.46 , 0.00 , 4.48 
2008,Baktaloranthaza_jaras, A légzõrendszer betegségei , 0.00 , 2.91 , 1.49 
2008,Baktaloranthaza_jaras, Idült alsó légúti betegségek  , 0.00 , 2.91 , 1.49 
2008,Baktaloranthaza_jaras, Az emésztõrendszer betegségei , 10.62 , 5.92 , 8.34 
2008,Baktaloranthaza_jaras, Krónikus májbetegségek és cirrózis , 8.05 , 2.85 , 5.58 
2008,Baktaloranthaza_jaras, A morbiditás és mortalitás küldõ okai , 9.70 , 0.00 , 4.83 
2008,Baktaloranthaza_jaras, Balesetek , 5.20 , 0.00 , 2.53 
2008,Baktaloranthaza_jaras, Közlekedési balesetek , 1.13 , 0.00 , 0.52 
2008,Baktaloranthaza_jaras, Esések , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, Szándékos önártalom , 4.50 , 0.00 , 2.30 
2008,Baktaloranthaza_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2008,Baktaloranthaza_jaras, Elkerülhetõ halálozások , 20.17 , 3.79 , 12.40 
2008,Baktaloranthaza_jaras, Dohányzásnak tulajdonítható , 29.26 , 4.76 , 17.36 
2008,Kiskorosi_jaras, Összes halálozás , 48.83 , 22.52 , 35.91 
2008,Kiskorosi_jaras, Fertõzõ és parazitás betegségek , 0.36 , 0.00 , 0.18 
2008,Kiskorosi_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Kiskorosi_jaras, Rosszindulatú daganatok , 18.66 , 9.03 , 13.91 
2008,Kiskorosi_jaras, A gyomor rosszindulatú daganata , 0.36 , 0.38 , 0.37 
2008,Kiskorosi_jaras, A vastagbél rosszindulatú daganata , 2.81 , 1.33 , 2.07 
2008,Kiskorosi_jaras, Vastagbél és végbél rosszindulatú daganata , 3.52 , 1.84 , 2.69 
2008,Kiskorosi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 5.54 , 2.16 , 3.90 
2008,Kiskorosi_jaras, A bõr rosszindulatú melanomája , 0.55 , 0.37 , 0.46 
2008,Kiskorosi_jaras, Az emlõ rosszindulatú daganata , 0.00 , 0.37 , 0.18 
2008,Kiskorosi_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.42 , 0.19 
2008,Kiskorosi_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Kiskorosi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 1.09 , 1.25 , 1.14 
2008,Kiskorosi_jaras, Mentális és viselkedészavarok , 1.13 , 0.00 , 0.58 
2008,Kiskorosi_jaras, Keringési rendszer betegségei , 16.71 , 7.58 , 12.23 
2008,Kiskorosi_jaras, Ischaemiás szívbetegség , 6.81 , 2.86 , 4.87 
2008,Kiskorosi_jaras, Cerebrovasculáris betegségek , 2.56 , 2.78 , 2.64 
2008,Kiskorosi_jaras, A légzõrendszer betegségei , 1.64 , 0.40 , 1.03 
2008,Kiskorosi_jaras, Idült alsó légúti betegségek  , 1.64 , 0.00 , 0.82 
2008,Kiskorosi_jaras, Az emésztõrendszer betegségei , 5.92 , 2.71 , 4.37 
2008,Kiskorosi_jaras, Krónikus májbetegségek és cirrózis , 4.88 , 1.39 , 3.18 
2008,Kiskorosi_jaras, A morbiditás és mortalitás küldõ okai , 1.97 , 1.58 , 1.79 
2008,Kiskorosi_jaras, Balesetek , 1.29 , 0.38 , 0.84 
2008,Kiskorosi_jaras, Közlekedési balesetek , 0.92 , 0.00 , 0.47 
2008,Kiskorosi_jaras, Esések , 0.00 , 0.00 , 0.00 
2008,Kiskorosi_jaras, Szándékos önártalom , 0.69 , 1.20 , 0.95 
2008,Kiskorosi_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2008,Kiskorosi_jaras, Elkerülhetõ halálozások , 10.57 , 8.86 , 9.67 
2008,Kiskorosi_jaras, Dohányzásnak tulajdonítható , 16.26 , 4.83 , 10.67 
2008,Budapest_06._ker., Összes halálozás , 41.39 , 28.00 , 34.46 
2008,Budapest_06._ker., Fertõzõ és parazitás betegségek , 0.91 , 0.00 , 0.45 
2008,Budapest_06._ker., Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Budapest_06._ker., Rosszindulatú daganatok , 20.20 , 13.00 , 16.40 
2008,Budapest_06._ker., A gyomor rosszindulatú daganata , 0.00 , 0.53 , 0.27 
2008,Budapest_06._ker., A vastagbél rosszindulatú daganata , 1.04 , 0.45 , 0.73 
2008,Budapest_06._ker., Vastagbél és végbél rosszindulatú daganata , 1.53 , 0.95 , 1.23 
2008,Budapest_06._ker.," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 9.82 , 3.39 , 6.49 
2008,Budapest_06._ker., A bõr rosszindulatú melanomája , 0.55 , 0.53 , 0.53 
2008,Budapest_06._ker., Az emlõ rosszindulatú daganata , 0.00 , 2.00 , 1.01 
2008,Budapest_06._ker., A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Budapest_06._ker., A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Budapest_06._ker., A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.88 , 1.50 , 1.16 
2008,Budapest_06._ker., Mentális és viselkedészavarok , 0.00 , 0.00 , 0.00 
2008,Budapest_06._ker., Keringési rendszer betegségei , 7.03 , 4.97 , 6.00 
2008,Budapest_06._ker., Ischaemiás szívbetegség , 3.41 , 2.61 , 3.01 
2008,Budapest_06._ker., Cerebrovasculáris betegségek , 0.59 , 0.00 , 0.29 
2008,Budapest_06._ker., A légzõrendszer betegségei , 1.11 , 0.57 , 0.83 
2008,Budapest_06._ker., Idült alsó légúti betegségek  , 1.11 , 0.57 , 0.83 
2008,Budapest_06._ker., Az emésztõrendszer betegségei , 7.64 , 3.75 , 5.67 
2008,Budapest_06._ker., Krónikus májbetegségek és cirrózis , 5.70 , 2.46 , 4.05 
2008,Budapest_06._ker., A morbiditás és mortalitás küldõ okai , 3.41 , 3.24 , 3.33 
2008,Budapest_06._ker., Balesetek , 1.02 , 2.36 , 1.73 
2008,Budapest_06._ker., Közlekedési balesetek , 0.43 , 0.94 , 0.72 
2008,Budapest_06._ker., Esések , 0.59 , 1.42 , 1.01 
2008,Budapest_06._ker., Szándékos önártalom , 0.61 , 0.89 , 0.75 
2008,Budapest_06._ker., Testi sértés , 0.00 , 0.00 , 0.00 
2008,Budapest_06._ker., Elkerülhetõ halálozások , 5.92 , 5.35 , 5.63 
2008,Budapest_06._ker., Dohányzásnak tulajdonítható , 16.35 , 6.31 , 11.17 
2008,Fehergyarmati_jaras, Összes halálozás , 60.64 , 32.91 , 47.18 
2008,Fehergyarmati_jaras, Fertõzõ és parazitás betegségek , 1.01 , 0.00 , 0.52 
2008,Fehergyarmati_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Fehergyarmati_jaras, Rosszindulatú daganatok , 22.93 , 13.70 , 18.48 
2008,Fehergyarmati_jaras, A gyomor rosszindulatú daganata , 0.48 , 0.00 , 0.25 
2008,Fehergyarmati_jaras, A vastagbél rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Fehergyarmati_jaras, Vastagbél és végbél rosszindulatú daganata , 0.00 , 0.71 , 0.35 
2008,Fehergyarmati_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 8.54 , 4.40 , 6.53 
2008,Fehergyarmati_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2008,Fehergyarmati_jaras, Az emlõ rosszindulatú daganata , 0.00 , 2.32 , 1.13 
2008,Fehergyarmati_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Fehergyarmati_jaras, A prostata rosszindulatú daganata , 0.87 , 0.00 , 0.44 
2008,Fehergyarmati_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 1.99 , 1.08 , 1.53 
2008,Fehergyarmati_jaras, Mentális és viselkedészavarok , 1.37 , 1.27 , 1.34 
2008,Fehergyarmati_jaras, Keringési rendszer betegségei , 22.13 , 7.98 , 15.29 
2008,Fehergyarmati_jaras, Ischaemiás szívbetegség , 12.27 , 2.38 , 7.49 
2008,Fehergyarmati_jaras, Cerebrovasculáris betegségek , 5.61 , 2.96 , 4.29 
2008,Fehergyarmati_jaras, A légzõrendszer betegségei , 2.60 , 1.83 , 2.19 
2008,Fehergyarmati_jaras, Idült alsó légúti betegségek  , 1.90 , 1.83 , 1.84 
2008,Fehergyarmati_jaras, Az emésztõrendszer betegségei , 4.29 , 4.83 , 4.50 
2008,Fehergyarmati_jaras, Krónikus májbetegségek és cirrózis , 3.12 , 3.08 , 3.04 
2008,Fehergyarmati_jaras, A morbiditás és mortalitás küldõ okai , 4.21 , 0.54 , 2.41 
2008,Fehergyarmati_jaras, Balesetek , 2.27 , 0.54 , 1.43 
2008,Fehergyarmati_jaras, Közlekedési balesetek , 1.20 , 0.00 , 0.62 
2008,Fehergyarmati_jaras, Esések , 0.50 , 0.00 , 0.25 
2008,Fehergyarmati_jaras, Szándékos önártalom , 1.41 , 0.00 , 0.70 
2008,Fehergyarmati_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2008,Fehergyarmati_jaras, Elkerülhetõ halálozások , 15.85 , 13.07 , 14.53 
2008,Fehergyarmati_jaras, Dohányzásnak tulajdonítható , 23.46 , 8.57 , 16.25 
2008,Gyomaendrodi_jaras, Összes halálozás , 60.48 , 31.04 , 46.61 
2008,Gyomaendrodi_jaras, Fertõzõ és parazitás betegségek , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, Humán immunodeficiencia vírus (HIV) betegség  , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, Rosszindulatú daganatok , 21.57 , 10.91 , 16.54 
2008,Gyomaendrodi_jaras, A gyomor rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, A vastagbél rosszindulatú daganata , 1.20 , 0.00 , 0.63 
2008,Gyomaendrodi_jaras, Vastagbél és végbél rosszindulatú daganata , 2.41 , 0.77 , 1.65 
2008,Gyomaendrodi_jaras," A gége, a légcsõ, a hörgõ és tüdõ  rosszindulatú daganata ", 13.04 , 6.03 , 9.71 
2008,Gyomaendrodi_jaras, A bõr rosszindulatú melanomája , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, Az emlõ rosszindulatú daganata , 0.00 , 0.85 , 0.41 
2008,Gyomaendrodi_jaras, A méhnyak rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, A prostata rosszindulatú daganata , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, A nyirok- és vérképzõszervek és rokon szövetek rosszindulatú daganatai  , 0.91 , 1.70 , 1.28 
2008,Gyomaendrodi_jaras, Mentális és viselkedészavarok , 1.14 , 1.66 , 1.41 
2008,Gyomaendrodi_jaras, Keringési rendszer betegségei , 20.88 , 9.15 , 15.32 
2008,Gyomaendrodi_jaras, Ischaemiás szívbetegség , 10.40 , 4.27 , 7.50 
2008,Gyomaendrodi_jaras, Cerebrovasculáris betegségek , 5.53 , 4.00 , 4.81 
2008,Gyomaendrodi_jaras, A légzõrendszer betegségei , 2.39 , 0.87 , 1.67 
2008,Gyomaendrodi_jaras, Idült alsó légúti betegségek  , 2.39 , 0.00 , 1.23 
2008,Gyomaendrodi_jaras, Az emésztõrendszer betegségei , 3.43 , 1.67 , 2.63 
2008,Gyomaendrodi_jaras, Krónikus májbetegségek és cirrózis , 1.87 , 1.67 , 1.80 
2008,Gyomaendrodi_jaras, A morbiditás és mortalitás küldõ okai , 8.57 , 1.73 , 5.26 
2008,Gyomaendrodi_jaras, Balesetek , 1.79 , 0.85 , 1.33 
2008,Gyomaendrodi_jaras, Közlekedési balesetek , 0.87 , 0.00 , 0.47 
2008,Gyomaendrodi_jaras, Esések , 0.00 , 0.85 , 0.41 
2008,Gyomaendrodi_jaras, Szándékos önártalom , 6.02 , 0.88 , 3.54 
2008,Gyomaendrodi_jaras, Testi sértés , 0.00 , 0.00 , 0.00 
2008,Gyomaendrodi_jaras, Elkerülhetõ halálozások , 14.01 , 10.05 , 12.23 
2008,Gyomaendrodi_jaras, Dohányzásnak tulajdonítható , 24.65 , 8.52 , 16.94 
2008,Debreceni_jaras, Összes halálozás , 51.89 , 26.05 , 38.48 
2008,Debreceni_jaras, Fertõzõ és parazitás betegségek , 0.12 , 0.13 , 0.12 
